name,period_d,depth_ppm,snr,prob,pred_discovery,pred_strict,truth
TOI-1213.01,27.214962005615234,4731.4046225,4.004097281557323,0.8897353410720825,1,1,0
TOI-6768.01,4.874114513397217,4613.0,6.021334705365039,0.5579453110694885,1,1,0
TOI-2839.01,0.8792679905891418,4550.0,3.5260070183272156,0.08090383559465408,0,0,0
TOI-331.01,2.4843368530273438,4450.0,2.4271847700296627,0.6304007172584534,1,1,0
TOI-5924.01,6.20437479019165,4380.0,4.8307648656134585,0.6743173599243164,1,1,0
TOI-5275.01,12.595101356506348,4280.0,3.15533008868554,0.8259395360946655,1,1,0
TOI-171.02,1.8135766983032227,4166.2802035,3.5937620837239854,0.6084306836128235,1,1,0
TOI-3843.01,19.51125144958496,4080.0,11.125068204852974,0.8850637078285217,1,1,0
TOI-996.01,14.537799835205078,4040.0,22.701191983824174,0.6066557168960571,1,1,0
TOI-6172.01,6.142916202545166,3871.0,4.810415454979862,0.6791906952857971,1,1,0
TOI-4263.01,0.8334975838661194,3841.4834968,2.9129349055945966,0.14883026480674744,0,0,0
TOI-2550.01,9.070253372192383,3806.1953378,15.75281353939058,0.861814022064209,1,1,0
TOI-987.01,5.2146759033203125,3754.150648,15.124450856152205,0.5888031125068665,1,1,0
TOI-584.01,1.2622658014297485,3711.7152579,24.31091933930911,0.3912810981273651,0,0,0
TOI-5434.01,4.162944316864014,3670.0,3.429223735667626,0.6507208347320557,1,1,0
TOI-3049.01,1.3168344497680664,3640.0,7.61182342357083,0.47354739904403687,1,0,0
TOI-3358.01,8.808844566345215,3550.0,14.527893524639433,0.79532790184021,1,1,0
TOI-1370.01,5.265127182006836,3450.0,26.240578006508308,0.6727101802825928,1,1,0
TOI-2544.01,21.068992614746094,3392.7700746,6.824208911713433,0.8625429272651672,1,1,0
TOI-2789.01,3.0071496963500977,3310.0,3.1669876818272966,0.22570137679576874,0,0,0
TOI-2736.01,3.4771921634674072,3250.0,12.477034995233666,0.6115370392799377,1,1,0
TOI-575.01,19.37210464477539,3219.5594645,4.800209975341343,0.8860689401626587,1,1,0
TOI-5212.01,2.4011406898498535,3193.9893038,6.5223623226807215,0.6340264678001404,1,1,0
TOI-1639.01,0.9014649987220764,3156.5658264,3.250700839774329,0.07878280431032181,0,0,0
TOI-816.01,1.5574699640274048,3127.94,2.801444825215803,0.8470813035964966,1,1,0
TOI-4257.01,4.651252269744873,3110.0,5.4924772543707565,0.8765425682067871,1,1,0
