name,depth_ppm,truth,prob_baseline,pred_baseline,prob_norm_0.0015,pred_norm_0.0015,target_depth
TOI-2789.01,3310.0,0,0.22570137679576874,0,0.510628342628479,1,0.0015
TOI-2736.01,3250.0,0,0.6115370392799377,1,0.7510605454444885,1,0.0015
TOI-575.01,3219.5594645,0,0.8860689401626587,1,0.8515864610671997,1,0.0015
TOI-5212.01,3193.9893038,0,0.6340264678001404,1,0.6234264969825745,1,0.0015
TOI-1639.01,3156.5658264,0,0.07878280431032181,0,0.19149306416511536,0,0.0015
TOI-816.01,3127.94,0,0.8470813035964966,1,0.6236634850502014,1,0.0015
TOI-4257.01,3110.0,0,0.8765425682067871,1,0.8729118704795837,1,0.0015
TOI-1403.01,3066.2492749,0,0.6177844405174255,1,0.3691391348838806,0,0.0015
TOI-3626.01,3020.0,0,0.8788154125213623,1,0.8431253433227539,1,0.0015
TOI-414.01,2950.0,0,0.51992267370224,1,0.6307979822158813,1,0.0015
TOI-1608.01,2929.0,0,0.6033617258071899,1,0.6511220335960388,1,0.0015
TOI-1014.01,2841.5103258,0,0.6049103140830994,1,0.6997816562652588,1,0.0015
TOI-158.01,2790.01,0,0.8444918990135193,1,0.7829664945602417,1,0.0015
TOI-1977.01,2730.0,0,0.8535072207450867,1,0.8263115882873535,1,0.0015
TOI-4902.01,2710.0,0,0.6919254660606384,1,0.8359431028366089,1,0.0015
TOI-6298.01,2695.0,0,0.47911205887794495,1,0.7091090083122253,1,0.0015
TOI-5769.01,2620.0,0,0.5039564371109009,1,0.6852397918701172,1,0.0015
TOI-5055.01,2560.0,0,0.5452695488929749,1,0.5247624516487122,1,0.0015
TOI-3059.01,2530.0,0,0.32113683223724365,0,0.22303789854049683,0,0.0015
TOI-441.01,2490.41,0,0.7266718149185181,1,0.7643768787384033,1,0.0015
TOI-5258.01,2450.0,0,0.11244712769985199,0,0.20343677699565887,0,0.0015
TOI-5954.01,2409.0,0,0.861017107963562,1,0.8230971097946167,1,0.0015
TOI-2878.01,2380.0,0,0.5097770690917969,1,0.6347115635871887,1,0.0015
